1	9	85156
2	36	410331
3	76	410331
4	91	617588
5	108	410331
6	109	410331
7	110	410331
8	111	410331
9	112	410331
10	113	410331
11	132	617588
12	138	617588
13	174	841389
14	181	674518
15	190	841389
16	211	617588
17	215	841389
18	218	617588
19	225	207305
20	229	857203
21	230	674518
22	235	353584
23	242	617588
24	273	932055
25	306	636
26	318	804433
27	358	954087
28	363	95816
29	368	674518
30	376	670740
31	380	674518
32	413	617588
33	447	692105
34	471	832952
35	472	832952
36	486	850483
37	488	794919
38	498	1539443
39	504	185426
40	505	381874
41	509	381874
42	510	63413
43	511	401076
44	515	159015
45	530	159015
46	531	159015
47	535	488932
48	541	630737
49	542	5717
50	546	565560
51	548	647763
52	555	630737
53	557	601940
54	564	2042
55	565	601061
56	574	846879
57	575	894523
58	583	241414
59	591	141150
60	593	5717
61	598	636
62	601	3471
63	602	630737
64	609	636
65	610	636
66	614	159015
67	617	630737
68	628	853193
69	630	636
70	631	636
71	634	636
72	637	491819
73	638	428
74	640	428
75	641	428
76	644	428
77	645	428
78	653	428
79	668	241416
80	677	692105
81	678	5717
82	684	428
83	699	428
84	717	636
85	727	784407
86	728	428
87	734	636
88	741	428
89	750	636
90	752	428
91	754	636
92	778	428
93	790	95816
94	797	428
95	801	428
96	805	5717
97	825	428
98	827	853193
99	828	428
100	831	428
101	833	428
102	841	681933
103	847	93361
104	852	428
105	857	428
106	875	428
107	877	428
108	878	428
109	881	304098
110	882	428
111	885	5717
112	886	636
113	887	205986
114	892	428
115	905	428
116	912	853193
117	922	428
118	935	428
119	938	428
120	945	853193
121	946	428
122	950	636
123	957	596942
124	960	853193
125	969	401076
126	975	428
127	976	428
128	979	612348
129	998	636
130	999	488932
131	1000	428
132	1002	428
133	1011	428
134	1013	940488
135	1014	428
136	1017	584273
137	1030	676645
138	1045	636
139	1062	428
140	1065	428
141	1084	428
142	1091	428
143	1105	300487
144	1109	304098
145	1112	636
146	1117	636
147	1118	853193
148	1120	853193
149	1129	388062
150	1150	853193
151	1157	877783
152	1173	304098
153	1185	928492
154	1194	486197
155	1207	940488
156	1212	159015
157	1215	304098
158	1216	853193
159	1217	853193
160	1218	159015
161	1219	159015
162	1227	567615
163	1232	717281
164	1235	940488
165	1243	853193
166	1245	428
167	1246	159015
168	1248	853193
169	1249	940488
170	1256	355555
171	1265	853193
172	1269	1908
173	1284	376396
174	1292	853193
175	1302	455544
176	1304	1234686
177	1305	159015
178	1311	126406
179	1314	636
180	1332	853193
181	1337	428
182	1340	853193
183	1341	1024681
184	1351	853193
185	1355	5717
186	1366	159015
187	1372	1908
188	1377	636
189	1378	636
190	1384	853193
191	1386	304098
192	1388	355555
193	1396	940488
194	1400	752754
195	1405	853193
196	1421	304098
197	1427	853193
198	1428	382850
199	1430	752754
200	1431	455504
201	1439	940488
202	1444	197062
203	1445	500580
204	1452	853193
205	1454	940488
206	1457	84352
207	1458	940488
208	1459	232681
209	1475	108345
210	1496	41858
211	1497	280003
212	1508	703644
213	1527	823088
214	1536	1908
215	1544	2042
216	1545	674518
217	1567	304098
218	1583	304098
219	1590	348062
220	1592	491503
221	1600	1908
222	1603	406094
223	1608	595713
224	1609	5717
225	1630	300487
226	1671	852022
227	1680	355555
228	1681	355555
229	1682	581683
230	1689	38106
231	1692	300487
232	1694	58849
233	1696	369839
234	1710	500580
235	1715	636
236	1720	58849
237	1737	565560
238	1740	784407
239	1741	500580
240	1761	636
241	1763	681933
242	1771	41858
243	1776	216211
244	1789	377289
245	1791	581683
246	1807	408436
247	1841	940488
248	1842	698839
249	1849	1908
250	1857	636
251	1858	304098
252	1866	7215
253	1871	377289
254	1896	853193
255	1910	408436
256	1913	355555
257	1923	875869
258	1926	241416
259	1957	528064
260	1964	954390
261	1971	325448
262	1978	856161
263	1993	304098
264	2000	256221
265	2015	837989
266	2020	603447
267	2022	28916
268	2025	23107
269	2026	259235
270	2029	300487
271	2031	636
272	2038	355555
273	2054	377289
274	2056	823088
275	2064	377289
276	2078	428
277	2082	859
278	2097	377289
279	2100	717468
280	2111	633215
281	2122	115160
282	2126	818080
283	2130	19604
284	2144	532622
285	2150	581683
286	2151	536368
287	2153	458071
288	2159	635667
289	2160	511729
290	2162	428
291	2163	903959
292	2171	18392
293	2187	581683
294	2190	355555
295	2197	428
296	2199	310155
297	2206	532622
298	2208	377289
299	2226	823088
300	2230	408436
301	2260	565560
302	2262	304098
303	2277	377289
304	2281	837989
305	2284	869665
306	2294	300487
307	2302	681933
308	2303	377289
309	2324	107940
310	2333	300487
311	2340	511729
312	2349	304098
313	2350	428
314	2354	511729
315	2355	511729
316	2370	612348
317	2373	830249
318	2375	304098
319	2384	520524
320	2387	376396
321	2395	304098
322	2400	377289
323	2405	2042
324	2409	377289
325	2415	428
326	2475	316947
327	2493	682795
328	2497	377289
329	2499	408433
330	2500	775725
331	2512	377289
332	2531	300487
333	2537	2557111
334	2538	829044
335	2540	2558782
336	2544	830249
337	2547	63492
338	2553	9926
339	2555	366078
340	2562	717281
341	2566	853193
342	2590	300487
343	2635	242139
344	2642	1437660
345	2647	217615
346	2648	263912
347	2668	355555
348	2674	237713
349	2688	744504
350	2692	818080
351	2702	62934
352	2718	634515
353	2724	58849
354	2742	841608
355	2752	818080
356	2773	209331
357	2787	205986
358	2795	934979
359	2801	532622
360	2802	205986
361	2833	263912
362	2834	169871
363	2841	636
364	2843	582539
365	2851	784407
366	2863	300487
367	2864	905937
368	2880	823088
369	2885	938041
370	2894	629243
371	2897	829044
372	2901	883920
373	2906	1156622
374	2907	433165
375	2910	166693
376	2916	1330620
377	2927	717468
378	2941	871879
379	2954	519303
380	2962	276165
381	2976	871879
382	2979	132324
383	2980	717468
384	2985	519720
385	2987	698839
386	2989	242139
387	2990	916665
388	3004	245385
389	3015	434688
390	3045	761245
391	3071	307038
392	3078	594291
393	3081	518840
394	3108	636
395	3119	830249
396	3131	532622
397	3132	511729
398	3134	245385
399	3151	940488
400	3154	518840
401	3162	830249
402	3164	2143234
403	3172	47889
404	3208	159654
405	3223	1908
406	3241	794109
407	3242	107816
408	3250	321652
409	3277	169871
410	3287	519315
411	3305	1455759
412	3307	370271
413	3309	283802
414	3320	534221
415	3323	940488
416	3330	915270
417	3342	717281
418	3345	300487
419	3348	790263
420	3360	388674
421	3363	853193
422	3368	594291
423	3369	242139
424	3375	242139
425	3387	869665
426	3394	1437660
427	3424	916665
428	3433	59150
429	3442	362762
430	3454	714126
431	3463	533954
432	3475	413045
433	3488	78442
434	3497	377289
435	3500	830249
436	3502	901629
437	3512	479514
438	3539	727550
439	3540	53820
440	3565	902961
441	3576	78442
442	3583	803705
443	3586	408433
444	3587	894523
445	3591	107543
446	3596	203559
447	3599	454564
448	3607	779
449	3609	903959
450	3616	784407
451	3622	144876
452	3628	169871
453	3633	929147
454	3651	88618
455	3655	397167
456	3665	329039
457	3685	2822670
458	3694	803705
459	3704	1908
460	3724	929808
461	3725	725944
462	3730	566559
463	3733	122
464	3760	122
465	3762	830249
466	3772	674518
467	3784	106218
468	3803	518844
469	3839	61955
470	3854	795851
471	3870	943285
472	3880	803705
473	3883	674600
474	3884	300487
475	3887	320618
476	3928	916665
477	3944	404327
478	3951	318397
479	3954	347320
480	3955	5717
481	3975	396433
482	3978	341185
483	3981	666662
484	3985	580648
485	3990	117997
486	3996	523932
487	3998	169871
488	3999	830249
489	4002	2616
490	4004	1517169
491	4005	395216
492	4007	122
493	4008	565560
494	4011	122
495	4029	111531
496	4041	169871
497	4045	666662
498	4047	528064
499	4049	636
500	4053	1977140
501	4065	238714
502	4074	122
503	4087	169871
504	4098	871879
505	4099	875
506	4100	122
507	4101	122
508	4102	122
509	4103	809834
510	4108	122
511	4109	76642
512	4112	674398
513	4120	666662
514	4129	823088
515	4134	916665
516	4141	773303
517	4143	431914
518	4147	422065
519	4150	193327
520	4152	205986
521	4155	454562
522	4156	304098
523	4178	662462
524	4193	428734
525	4194	122
526	4198	528064
527	4200	652650
528	4204	245385
529	4209	837989
530	4211	263912
531	4225	853193
532	4228	929808
533	4231	345217
534	4242	1287971
535	4247	171421
536	4262	85865
537	4267	309567
538	4274	433165
539	4276	267638
540	4277	122
541	4279	635667
542	4286	875
543	4288	381902
544	4305	823088
545	4306	347320
546	4311	122
547	4312	2503
548	4316	511729
549	4319	2503
550	4320	132324
551	4322	394408
552	4324	151606
553	4349	593010
554	4374	192062
555	4379	562004
556	4390	903941
557	4391	668813
558	4395	122
559	4413	152165
560	4437	743047
561	4448	446189
562	4457	875
563	4468	192062
564	4480	871879
565	4488	928204
566	4496	908753
567	4499	122
568	4502	528064
569	4503	445856
570	4507	172741
571	4517	666662
572	4518	122
573	4525	241416
574	4539	1287902
575	4546	122
576	4554	666220
577	4569	683115
578	4572	865601
579	4580	78442
580	4581	452283
581	4593	57316
582	4603	295843
583	4648	624601
584	4649	624601
585	4650	624601
586	4656	829044
587	4660	290822
588	4676	594291
589	4679	169871
590	4688	77056
591	4690	445856
592	4693	122
593	4694	205653
594	4696	241416
595	4701	338708
596	4735	309149
597	4736	122
598	4739	837989
599	4740	501872
600	4802	445856
601	4811	426900
602	4832	232713
603	4842	929808
604	4852	515979
605	4858	107543
606	4861	570770
607	4885	364525
608	4901	461295
609	4908	706995
610	4922	594291
611	4923	790263
612	4924	473134
613	4936	122
614	4949	570633
615	4961	417646
616	4962	837989
617	4965	400912
618	4969	421030
619	4971	292470
620	4979	523932
621	4984	127511
622	4992	791017
623	4997	594291
624	5001	366609
625	5002	370271
626	5026	1908
627	5027	1908
628	5044	122
629	5048	949617
630	5055	417646
631	5066	111576
632	5074	122
633	5084	172413
634	5095	727497
635	5096	490163
636	5103	877332
637	5105	420203
638	5116	106218
639	5118	106218
640	5131	11840
641	5133	68186
642	5136	697880
643	5139	397313
644	5144	875
645	5148	775419
646	5149	408436
647	5159	922286
648	5171	400912
649	5172	837989
650	5178	9950
651	5188	446189
652	5195	564946
653	5196	205343
654	5197	550220
655	5199	763453
656	5220	138043
657	5225	138043
658	5230	148546
659	5232	2892935
660	5240	550220
661	5243	254876
662	5245	397313
663	5250	128991
664	5263	11748
665	5272	11748
666	5295	651630
667	5320	784407
668	5326	769091
669	5328	328930
670	5331	408863
671	5332	304098
672	5336	304098
673	5338	814501
674	5347	837989
675	5348	9257
676	5349	166777
677	5353	556571
678	5365	257574
679	5370	567981
680	5376	927468
681	5386	808403
682	5390	790263
683	5394	661844
684	5395	1106577
685	5403	837989
686	5412	132017
687	5425	117997
688	5428	661844
689	5431	837989
690	5438	450440
691	5440	432305
692	5441	536355
693	5442	168915
694	5445	138043
695	5449	67584
696	5451	388795
697	5452	47668
698	5453	594291
699	5461	364525
700	5464	205986
701	5482	192062
702	5484	784407
703	5491	926190
704	5493	165500
705	5497	375958
706	5522	544138
707	5526	784407
708	5527	784407
709	5529	159725
710	5530	304098
711	5532	536355
712	5533	929808
713	5536	790263
714	5537	408863
715	5540	515979
716	5542	122
717	5543	405219
718	5551	399987
719	5553	837989
720	5555	385394
721	5563	490163
722	5566	76405
723	5567	490163
724	5571	122
725	5572	840218
726	5574	295843
727	5581	526226
728	5584	626315
729	5603	629884
730	5604	932440
731	5616	413045
732	5621	428
733	5622	823088
734	5629	426900
735	5640	697880
736	5644	593309
737	5646	233592
738	5651	938878
739	5652	138043
740	5663	292470
741	5666	35854
742	5679	906080
743	5682	519029
744	5684	875
