1049	36	8
1062	61	956
1066	38	5
1072	56	206
1083	54	82
1084	51	124
1091	54	139
1101	45	14
1105	65	685
1112	33	14
1116	49	10
1117	59	7
1118	55	120
1120	56	142
1122	52	8
1129	50	14
1145	58	5
1150	52	50
1175	55	22
1185	70	14
1186	52	43
1207	57	75
1211	55	26
1216	46	8
1217	58	36
1218	54	70
1223	64	3301
1227	58	176
1235	52	6
1237	44	24
1245	53	33
1256	59	425
1258	58	72
1265	64	423
1280	47	13
1284	49	18
1285	51	30
1292	50	30
1299	34	7
1306	48	5
1314	59	127
1321	51	20
1326	55	28
1330	62	13
1337	59	19
1338	54	7
1340	51	67
1351	60	30
1358	41	14
1371	60	310
1377	51	17
1378	61	165
1380	36	5
1381	52	18
1386	46	8
1388	57	52
1396	28	6
1400	64	8
1423	46	7
1428	51	23
1431	64	545
1432	45	8
1439	59	191
1444	33	19
1452	53	142
1454	56	8
1458	59	122
1459	54	31
1463	57	1281
1475	74	14
1488	63	336
1496	41	31
1497	72	5
1499	55	238
1500	57	6
1508	50	13
1527	77	2323
1529	40	8
1530	56	9
1531	46	8
1532	44	5
1544	60	471
1545	66	87
1583	56	10
1593	63	257
1594	64	226
1614	64	13
1624	50	32
1630	58	19
1654	52	17
1658	58	8
1659	66	8
1660	58	156
1671	50	15
1680	52	474
1681	49	193
1692	53	9
1693	71	11
1695	48	34
1696	42	5
1715	35	6
1717	34	14
1724	58	197
1737	71	1422
1738	72	18
1740	65	946
1741	42	12
1747	47	10
1762	47	50
1771	54	108
1772	56	7
1776	68	139
1789	63	193
1790	58	21
1845	50	6
1852	41	7
1857	56	172
1862	53	24
1868	54	5
1871	45	29
1892	60	165
1896	50	39
1910	53	39
1911	41	7
1913	57	168
1915	60	71
1923	73	15
1941	51	53
1957	51	39
1963	57	96
1964	61	47
1967	59	8
1973	62	214
1978	56	12
1993	40	11
1998	43	13
2020	52	84
2026	40	7
2029	62	32
2031	46	8
2033	56	26
2034	49	17
2054	58	110
2056	68	97
2064	48	31
2078	50	23
2082	62	300
2083	60	177
2097	42	11
2101	52	402
2113	69	731
2114	42	6
2122	61	227
2124	51	290
2126	65	39
2130	70	1973
2132	56	5
2136	59	54
2143	59	444
2144	54	10
2145	87	7
2151	48	18
2153	57	40
2159	41	18
2160	66	59
2162	44	35
2176	59	222
2181	63	119
2186	65	72
2190	62	312
2197	56	212
2199	57	436
2202	48	9
2206	56	12
2208	67	1030
2221	68	303
2226	55	34
2230	64	72
2234	85	13
2260	63	995
2277	63	19
2281	62	234
2295	74	5
2302	63	20
2303	57	143
2305	75	15
2329	54	23
2340	60	36
2342	59	56
2349	52	8
2350	65	244
2354	63	106
2355	62	38
2357	63	162
2369	62	35
2370	59	7
2371	65	10
2381	66	1830
2387	47	24
2391	64	714
2400	57	194
2405	47	18
2406	47	10
2409	61	9
2415	59	475
2423	68	704
2445	62	237
2449	62	42
2452	67	184
2461	55	209
2475	73	66
2477	59	8
2497	64	73
2506	48	12
2512	62	315
2514	59	7
2515	49	7
2531	60	6
2533	52	48
2538	47	7
2544	61	140
2547	58	5
2553	66	688
2555	50	25
2556	56	16
2562	48	9
2569	53	182
2588	67	11
2605	57	18
2628	57	62
2639	62	128
2646	67	305
2656	55	15
2659	54	666
2663	61	309
2669	62	19
2702	47	16
2718	38	11
2719	55	63
2755	45	19
2767	54	34
2795	61	451
2797	53	7
2801	51	14
2813	52	201
2822	42	25
2844	70	1838
2851	54	291
2863	68	34
2867	56	93
2885	60	87
2893	60	8
2894	55	8
2897	57	29
2898	69	83
2910	61	61
2917	57	23
2921	39	8
2973	52	6
2983	60	317
2985	62	272
2990	55	114
2996	42	18
2999	62	11
3014	71	880
3015	45	36
3016	55	63
3022	54	41
3037	70	1286
3044	55	13
3054	56	8
3059	57	26
3065	56	74
3078	70	11
3102	65	89
3104	57	235
3106	57	69
3131	67	111
3159	57	19
3165	70	993
3167	57	169
3170	64	679
3177	45	111
3214	63	198
3238	55	104
3241	46	8
3242	81	10
3265	46	57
3301	58	29
3309	51	18
3310	56	32
3311	63	298
3323	65	20
3330	63	80
3337	57	28
3345	59	14
3360	55	83
3362	52	10
3399	50	227
3417	50	25
3419	65	1621
3424	73	1113
3438	58	19
3441	60	10
3442	52	8
3451	45	6
3454	51	7
3468	42	22
3471	61	522
3489	62	454
3497	57	9
3500	68	6
3502	56	17
3512	52	108
3540	55	22
3565	64	18
3587	57	18
3589	68	8
3591	64	9
3596	62	41
3598	50	8
3599	70	6
3609	53	7
3625	56	14
3630	54	16
3632	66	7
3637	65	355
3643	65	1040
3657	66	118
3662	62	688
3665	63	47
3668	57	11
3679	55	1296
3692	68	9
3724	65	12
3731	48	10
3733	48	885
3734	53	198
3740	71	2817
3743	55	25
3750	51	8
3758	58	1082
3760	57	742
3772	61	906
3803	68	25
3805	55	1057
3813	49	72
3819	73	16
3823	71	34
3838	61	17
3839	66	276
3854	37	19
3863	60	816
3869	57	9
3883	76	277
3884	68	69
3897	65	39
3923	52	837
3930	70	1106
3934	55	769
3943	47	32
3948	42	16
3949	53	145
3952	69	882
3960	56	18
3961	57	1251
3969	53	174
3973	59	178
3978	43	6
3996	67	10
3998	58	25
4002	63	20
4007	57	645
4008	72	2733
4011	56	687
4016	46	5
4022	63	35
4026	68	1001
4030	87	10
4064	57	12
4065	54	32
4066	70	444
4074	58	192
4091	51	881
4099	52	396
7202	64	47
7208	53	57
7240	65	33
7246	37	6
7250	63	6
7257	48	552
7260	65	125
7263	61	16
7264	71	2968
7272	66	11
7278	63	11
7279	53	24
7297	67	12
7309	56	160
7317	53	6
7338	65	286
7353	58	12
7361	63	331
7367	53	497
7368	65	67
7410	50	8
7422	61	20
7433	68	450
7439	55	121
7453	70	20
7454	58	25
7459	66	84
7464	58	9
7473	70	13
7476	52	854
7491	58	10
7498	64	10
7506	50	6
7507	69	2331
7516	47	6
7518	57	6
7522	62	84
7530	67	145
7558	64	538
7567	53	146
7610	58	230
7613	74	3250
7617	56	76
7618	66	11
7620	55	24
7624	56	121
7626	47	9
7646	68	35
7647	65	6
7669	64	12
7673	53	10
7678	67	7
7679	51	8
7684	60	7
7686	66	128
7699	54	14
7702	69	21
7709	54	101
7711	81	32
7755	61	430
7761	62	1237
7764	60	221
7765	49	12
7791	46	18
7795	71	29
7801	66	288
7802	59	146
7809	43	20
7811	67	11
7819	63	1367
7825	65	35
7832	72	2881
7834	67	6
7854	62	11
7867	69	12
7873	64	31
7880	75	4399
7910	71	39
7927	66	14
7931	71	19
7942	50	23
7952	70	7
7956	61	59
7958	61	16
7963	69	7
7983	63	109
7984	48	13
7986	59	12
7992	68	38
8004	63	6
8010	59	8
8011	62	119
8029	58	16
8031	52	9
8036	63	7
8039	49	13
8041	66	13
8047	42	6
8060	54	62
8072	57	14
8086	59	61
8091	60	7
8099	59	85
8100	66	547
8112	60	808
8130	60	5
8133	77	6748
8134	67	9
8144	42	13
8150	66	467
8161	62	47
8163	40	13
8164	43	14
8179	60	6
8188	58	577
8195	40	7
8196	58	622
8207	53	7
8212	59	64
8234	50	11
8241	56	8
8252	65	74
8266	60	8
8271	43	26
8279	64	96
8281	85	14
8305	55	17
8309	67	248
8329	57	69
8338	46	33
8348	48	9
8353	60	9
8355	61	20
8359	59	21
8361	48	9
8362	71	51
8371	66	22
8377	59	725
8387	10	7
8394	67	6
8395	72	421
8401	55	86
8402	50	7
8416	61	7
8431	61	8
8442	76	34
8443	67	1219
8458	65	77
8476	58	13
8489	64	114
8498	64	70
8499	62	741
8500	61	170
8502	19	8
8519	57	712
8523	57	1019
8526	87	77
8528	81	10
8535	63	6
8536	69	135
8539	59	8
8541	55	68
8544	70	14
8547	48	18
8549	61	8
8550	63	86
8551	50	31
8558	51	13
8561	63	73
8571	67	55
8579	60	8
8605	48	16
8623	70	12
8628	57	29
8634	62	334
8636	46	9
8638	33	10
8639	59	116
8650	48	6
8651	45	13
8652	63	97
8657	62	19
8658	50	13
8662	54	28
8663	74	1375
8672	62	173
8679	48	478
8688	77	119
8690	56	29
8692	57	21
8696	69	13
8706	60	10
8710	67	134
8720	56	7
8725	60	32
8730	64	24
8742	70	10
8745	46	14
8753	68	8
8759	56	9
8761	32	14
8764	60	26
8775	65	534
8784	60	8
8786	66	51
8787	62	8
8797	63	9
8800	69	82
8804	47	15
8806	49	12
8807	68	75
8810	52	18
8811	50	149
8817	13	9
8821	26	7
8822	61	61
8825	53	13
8827	58	729
8832	56	7
8836	52	17
8843	60	113
8844	62	263
8848	46	37
8854	55	528
8860	42	17
8865	69	8
8866	52	26
